tweet_id,favorites,retweets,user_followers,user_favourites,date_time
826476773533745153,19950,4700,6600897,132942,2017-01-31 17:06:32
826240494070030336,14368,2898,6600897,132942,2017-01-31 01:27:39
826204788643753985,5278,1053,6600897,132942,2017-01-30 23:05:46
826115272272650244,16996,3508,6600897,132942,2017-01-30 17:10:04
825876512159186944,11339,2096,6600897,132942,2017-01-30 01:21:19
825829644528148480,13797,2791,6600897,132942,2017-01-29 22:15:05
825535076884762624,56378,19279,6600897,132942,2017-01-29 02:44:34
825147591692263424,19858,5129,6600897,132942,2017-01-28 01:04:51
825120256414846976,0,1444,6600898,132942,2017-01-27 23:16:13
825026590719483904,6902,1444,6600899,132942,2017-01-27 17:04:02
824796380199809024,0,6152,6600899,132942,2017-01-27 01:49:15
824775126675836928,16242,3957,6600899,132942,2017-01-27 00:24:48
824663926340194305,10926,1947,6600899,132942,2017-01-26 17:02:56
824325613288833024,12785,11622,6600899,132942,2017-01-25 18:38:36
824297048279236611,16310,4338,6600899,132942,2017-01-25 16:45:05
824025158776213504,5177,665,6600900,132942,2017-01-24 22:44:42
823939628516474880,11559,3043,6600900,132942,2017-01-24 17:04:50
823719002937630720,0,12644,6600900,132942,2017-01-24 02:28:08
823699002998870016,13639,2709,6600900,132942,2017-01-24 01:08:40
823581115634085888,14149,2975,6600900,132942,2017-01-23 17:20:14
823333489516937216,761,29,6600900,132942,2017-01-23 00:56:15
823322678127919110,17123,4527,6600900,132942,2017-01-23 00:13:17
823269594223824897,0,11094,6600900,132942,2017-01-22 20:42:21
822975315408461824,18805,3867,6600900,132942,2017-01-22 01:12:59
822872901745569793,143923,49388,6600900,132942,2017-01-21 18:26:02
822859134160621569,14350,2564,6600900,132942,2017-01-21 17:31:20
822647212903690241,0,7199,6600900,132942,2017-01-21 03:29:14
822610361945911296,16044,3331,6600900,132942,2017-01-21 01:02:48
822489057087389700,19743,7199,6600900,132942,2017-01-20 17:00:46
822462944365645825,31172,16649,6600900,132942,2017-01-20 15:17:01
822244816520155136,38130,11094,6600900,132942,2017-01-20 00:50:15
822163064745328640,0,5428,6600900,132942,2017-01-19 19:25:24
821886076407029760,12358,2634,6600900,132942,2017-01-19 01:04:45
821813639212650496,0,3752,6600900,132942,2017-01-18 20:16:54
821765923262631936,9173,1865,6600900,132942,2017-01-18 17:07:18
821522889702862852,8719,1987,6600900,132942,2017-01-18 01:01:34
821421320206483457,0,6290,6600900,132942,2017-01-17 18:17:58
821407182352777218,12836,4910,6600900,132942,2017-01-17 17:21:47
821153421864615936,275,10,6600900,132942,2017-01-17 00:33:26
821149554670182400,9525,2266,6600900,132942,2017-01-17 00:18:04
821107785811234820,10457,2403,6600901,132942,2017-01-16 21:32:06
821044531881721856,13768,2575,6600901,132942,2017-01-16 17:20:45
